id,label
2007,2
2008,4
2009,0
2010,0
2011,5
2012,3
2013,0
2014,2
2015,7
2016,1
2017,1
2018,1
2019,1
2020,6
2021,4
2022,4
2023,7
2024,6
2025,5
2026,3
2027,4
2028,0
2029,3
2030,0
2031,4
2032,1
2033,5
2034,1
2035,7
2036,3
2037,2
2038,4
2039,6
2040,2
2041,7
2042,1
2043,3
2044,0
2045,5
2046,2
2047,4
2048,6
2049,1
2050,5
2051,4
2052,6
2053,2
2054,2
2055,5
2056,1
2057,4
2058,3
2059,4
2060,3
2061,4
2062,7
2063,1
2064,0
2065,0
2066,0
2067,2
2068,7
2069,4
2070,5
2071,7
2072,3
2073,0
2074,4
2075,6
2076,6
2077,7
2078,0
2079,0
2080,3
2081,5
2082,4
2083,1
2084,4
2085,5
2086,0
2087,3
2088,0
2089,7
2090,1
2091,4
2092,4
2093,3
2094,7
2095,2
2096,3
2097,1
2098,7
2099,2
2100,0
2101,5
2102,7
2103,1
2104,2
2105,6
2106,5
2107,6
2108,2
2109,5
2110,1
2111,5
2112,1
2113,1
2114,4
2115,1
2116,2
2117,1
2118,1
2119,0
2120,5
2121,5
2122,4
2123,2
2124,2
2125,4
2126,3
2127,2
2128,2
2129,3
2130,3
2131,2
2132,2
2133,0
2134,6
2135,5
2136,4
2137,2
2138,2
2139,2
2140,4
2141,5
2142,3
2143,3
2144,6
2145,0
2146,3
2147,1
2148,5
2149,4
2150,7
2151,4
2152,2
2153,2
2154,6
2155,0
2156,4
2157,2
2158,1
2159,0
2160,5
2161,6
2162,1
2163,6
2164,3
2165,1
2166,2
2167,6
2168,5
2169,0
2170,6
2171,5
2172,2
2173,2
2174,5
2175,7
2176,4
2177,4
2178,4
2179,1
2180,5
2181,2
2182,2
2183,4
2184,4
2185,7
2186,6
2187,2
2188,1
2189,5
2190,6
2191,5
2192,1
2193,4
2194,4
2195,0
2196,6
2197,4
2198,0
2199,1
2200,3
2201,2
2202,0
2203,0
2204,6
2205,5
2206,5
2207,4
2208,2
2209,5
2210,4
2211,1
2212,1
2213,3
2214,6
2215,2
2216,4
2217,0
2218,3
2219,0
2220,4
2221,2
2222,2
2223,5
2224,7
2225,1
2226,5
2227,1
2228,5
2229,0
2230,4
2231,6
2232,4
2233,3
2234,0
2235,3
2236,6
2237,1
2238,2
2239,7
2240,0
2241,3
2242,4
2243,1
2244,4
2245,4
2246,2
2247,0
2248,1
2249,6
2250,0
2251,2
2252,3
2253,0
2254,4
2255,4
2256,5
2257,2
2258,0
2259,6
2260,4
2261,3
2262,2
2263,3
2264,5
2265,4
2266,0
2267,3
2268,3
2269,1
2270,4
2271,5
2272,1
2273,5
2274,0
2275,7
2276,6
2277,1
2278,3
2279,0
2280,2
2281,1
2282,1
2283,3
2284,2
2285,2
2286,2
2287,3
2288,4
2289,6
2290,0
2291,3
2292,1
2293,2
2294,6
2295,4
2296,2
2297,0
2298,0
2299,6
2300,6
2301,0
2302,0
2303,3
2304,4
2305,3
2306,6
2307,3
2308,4
2309,0
2310,0
2311,2
2312,2
2313,2
2314,3
2315,3
2316,2
2317,2
2318,4
2319,5
2320,1
2321,0
2322,0
2323,4
2324,3
2325,5
2326,3
2327,5
2328,1
2329,2
2330,5
2331,6
2332,2
2333,6
2334,1
2335,5
2336,4
2337,6
2338,5
2339,1
2340,1
2341,3
2342,4
2343,3
2344,4
2345,4
2346,7
2347,4
2348,1
2349,5
2350,4
2351,1
2352,2
2353,0
2354,4
2355,2
2356,2
2357,7
2358,2
2359,7
2360,2
2361,0
2362,1
2363,6
2364,4
2365,2
2366,4
2367,5
2368,4
2369,4
2370,4
2371,3
2372,1
2373,6
2374,0
2375,1
2376,4
2377,3
2378,3
2379,4
2380,7
2381,2
2382,5
2383,1
2384,0
2385,1
2386,1
2387,3
2388,1
2389,7
2390,2
2391,4
2392,7
2393,2
2394,1
2395,1
2396,1
2397,4
2398,0
2399,5
2400,0
2401,5
2402,7
2403,4
2404,1
2405,6
2406,5
2407,5
2408,4
2409,0
2410,4
2411,0
2412,7
2413,1
2414,2
2415,0
2416,4
2417,4
2418,6
2419,4
2420,1
2421,1
2422,1
2423,3
2424,0
2425,5
2426,6
2427,2
2428,0
2429,4
2430,5
2431,4
2432,0
2433,1
2434,5
2435,2
2436,5
2437,0
2438,6
2439,4
2440,3
2441,3
2442,4
2443,0
2444,4
2445,3
2446,4
2447,4
2448,1
2449,0
2450,6
2451,1
2452,2
2453,0
2454,1
2455,2
2456,4
2457,3
2458,5
2459,4
2460,4
2461,3
2462,5
2463,4
2464,0
2465,2
2466,4
2467,1
2468,3
2469,1
2470,0
2471,1
2472,0
2473,4
2474,2
2475,4
2476,1
2477,2
2478,6
2479,6
2480,1
2481,7
2482,2
2483,1
2484,2
2485,3
2486,1
2487,1
