x,y
10.861609,-5.130235
-12.6810055,-0.1913429
-8.661862,-0.47819605
-5.870492,7.1160626
-2.537595,11.611525
6.5450244,-11.490681
-17.911753,2.9953475
2.633589,-7.78019
26.2006,24.973
5.1006613,-7.5611916
-5.181132,10.277978
-0.6580958,9.72713
-10.835717,3.2497902
3.8955107,10.057964
-11.792952,-0.35866624
1.8080258,16.48997
-2.5747411,-8.260133
-9.307168,9.349404
2.6853545,-3.5341928
8.690714,-9.349644
3.7284997,-12.541252
0.7397824,-11.065618
7.6657968,-8.305802
-10.770416,-11.580419
-3.7342699,9.945688
-13.017007,4.7462487
23.48812,-2.6740017
0.6604694,-5.810575
-10.311492,6.730564
1.5376753,-8.084563
21.20643,5.046249
-9.062672,2.2268715
-15.828961,0.74999547
-9.919179,11.821622
0.9131435,12.915203
16.910116,-5.9875383
-3.8312054,13.083228
10.691921,-3.3202481
14.828808,5.71572
12.46111,-5.590773
-8.21953,-1.2712219
4.969088,20.483374
-8.00285,9.915752
-8.617408,11.108412
15.420209,-4.8041306
-9.832466,9.494102
9.749215,-1.6643476
-5.20396,10.9395275
-4.3123455,16.707499
17.317457,-4.538321
-2.0297723,-16.529562
6.1874595,-11.667065
